TreeID,Conductance_mmol_m2s,date,spp,id,con,temp,water,week
PIPO10,67.5,2025-09-29T07:00:00Z,PIPO,10,67.5,ambient,drought,11
PIPO11,162.5,2025-09-29T07:00:00Z,PIPO,11,162.5,ambient,water,11
PIPO16,99,2025-09-29T07:00:00Z,PIPO,16,99,ambient,drought,11
PIPO18,160.6,2025-09-29T07:00:00Z,PIPO,18,160.6,ambient,water,11
PIPO19,87.7,2025-09-29T07:00:00Z,PIPO,19,87.7,ambient,drought,11
PIPO20,246,2025-09-29T07:00:00Z,PIPO,20,246,ambient,water,11
PIPO22,92.4,2025-09-29T07:00:00Z,PIPO,22,92.4,ambient,drought,11
PIPO31,181.7,2025-09-29T07:00:00Z,PIPO,31,181.7,heatwave,water,11
PIPO32,90.7,2025-09-29T07:00:00Z,PIPO,32,90.7,heatwave,drought,11
PIPO35,235.7,2025-09-29T07:00:00Z,PIPO,35,235.7,heatwave,water,11
PIPO48,87.6,2025-09-29T07:00:00Z,PIPO,48,87.6,heatwave,drought,11
PIPO51,109.7,2025-09-29T07:00:00Z,PIPO,51,109.7,heatwave,water,11
PIPO52,82,2025-09-29T07:00:00Z,PIPO,52,82,heatwave,drought,11
PIPO53,272.3,2025-09-29T07:00:00Z,PIPO,53,272.3,heatwave,water,11
PIPO55,77.3,2025-09-29T07:00:00Z,PIPO,55,77.3,heatwave,drought,11
PIPO56,103.1,2025-09-29T07:00:00Z,PIPO,56,103.1,heatwave,water,11
PIPO58,80.1,2025-09-29T07:00:00Z,PIPO,58,80.1,heatwave,drought,11
PIPO1,237.1,2025-10-06T07:00:00Z,PIPO,1,237.1,ambient,water,12
PIPO2,80.4,2025-10-06T07:00:00Z,PIPO,2,80.4,ambient,drought,12
PIPO5,162.1,2025-10-06T07:00:00Z,PIPO,5,162.1,ambient,water,12
PIPO10,76.3,2025-10-06T07:00:00Z,PIPO,10,76.3,ambient,drought,12
PIPO11,210.2,2025-10-06T07:00:00Z,PIPO,11,210.2,ambient,water,12
PIPO16,88.6,2025-10-06T07:00:00Z,PIPO,16,88.6,ambient,drought,12
PIPO18,84.7,2025-10-06T07:00:00Z,PIPO,18,84.7,ambient,water,12
PIPO19,67.8,2025-10-06T07:00:00Z,PIPO,19,67.8,ambient,drought,12
PIPO20,161.6,2025-10-06T07:00:00Z,PIPO,20,161.6,ambient,water,12
PIPO22,66.3,2025-10-06T07:00:00Z,PIPO,22,66.3,ambient,drought,12
PIPO31,255.9,2025-10-06T07:00:00Z,PIPO,31,255.9,heatwave,water,12
PIPO32,70.3,2025-10-06T07:00:00Z,PIPO,32,70.3,heatwave,drought,12
PIPO35,234.7,2025-10-06T07:00:00Z,PIPO,35,234.7,heatwave,water,12
PIPO48,66.7,2025-10-06T07:00:00Z,PIPO,48,66.7,heatwave,drought,12
PIPO51,81.8,2025-10-06T07:00:00Z,PIPO,51,81.8,heatwave,water,12
PIPO52,59.1,2025-10-06T07:00:00Z,PIPO,52,59.1,heatwave,drought,12
PIPO53,213.2,2025-10-06T07:00:00Z,PIPO,53,213.2,heatwave,water,12
PIPO55,69.8,2025-10-06T07:00:00Z,PIPO,55,69.8,heatwave,drought,12
PIPO56,74.3,2025-10-06T07:00:00Z,PIPO,56,74.3,heatwave,water,12
PIPO58,60.6,2025-10-06T07:00:00Z,PIPO,58,60.6,heatwave,drought,12
PSME3,221.1,2025-07-21T07:00:00Z,PSME,3,221.1,ambient,water,1
PSME6,152.9,2025-07-21T07:00:00Z,PSME,6,152.9,ambient,drought,1
PSME12,230.7,2025-07-21T07:00:00Z,PSME,12,230.7,ambient,water,1
PSME15,237.8,2025-07-21T07:00:00Z,PSME,15,237.8,ambient,drought,1
PSME17,102.3,2025-07-21T07:00:00Z,PSME,17,102.3,ambient,water,1
PSME20,299.5,2025-07-21T07:00:00Z,PSME,20,299.5,ambient,drought,1
PSME22,305.6,2025-07-21T07:00:00Z,PSME,22,305.6,ambient,water,1
PSME26,102.9,2025-07-21T07:00:00Z,PSME,26,102.9,ambient,drought,1
PSME27,128.9,2025-07-21T07:00:00Z,PSME,27,128.9,ambient,water,1
PSME30,144.2,2025-07-21T07:00:00Z,PSME,30,144.2,ambient,drought,1
PSME31,445.5,2025-07-21T07:00:00Z,PSME,31,445.5,heatwave,water,1
PSME35,332.4,2025-07-21T07:00:00Z,PSME,35,332.4,heatwave,drought,1
PSME37,287.9,2025-07-21T07:00:00Z,PSME,37,287.9,heatwave,water,1
PSME42,254.6,2025-07-21T07:00:00Z,PSME,42,254.6,heatwave,drought,1
PSME45,151.1,2025-07-21T07:00:00Z,PSME,45,151.1,heatwave,water,1
PSME46,143.9,2025-07-21T07:00:00Z,PSME,46,143.9,heatwave,drought,1
PSME48,176.9,2025-07-21T07:00:00Z,PSME,48,176.9,heatwave,water,1
PSME50,216.8,2025-07-21T07:00:00Z,PSME,50,216.8,heatwave,drought,1
PSME57,384.2,2025-07-21T07:00:00Z,PSME,57,384.2,heatwave,water,1
PSME58,96.7,2025-07-21T07:00:00Z,PSME,58,96.7,heatwave,drought,1
PSME3,324.8,2025-07-28T07:00:00Z,PSME,3,324.8,ambient,water,2
PSME6,109.1,2025-07-28T07:00:00Z,PSME,6,109.1,ambient,drought,2
PSME12,241.2,2025-07-28T07:00:00Z,PSME,12,241.2,ambient,water,2
PSME15,220.7,2025-07-28T07:00:00Z,PSME,15,220.7,ambient,drought,2
PSME17,121.9,2025-07-28T07:00:00Z,PSME,17,121.9,ambient,water,2
PSME20,177.7,2025-07-28T07:00:00Z,PSME,20,177.7,ambient,drought,2
PSME22,212,2025-07-28T07:00:00Z,PSME,22,212,ambient,water,2
PSME26,140.9,2025-07-28T07:00:00Z,PSME,26,140.9,ambient,drought,2
PSME27,254.8,2025-07-28T07:00:00Z,PSME,27,254.8,ambient,water,2
PSME30,380,2025-07-28T07:00:00Z,PSME,30,380,ambient,drought,2
PSME31,318.6,2025-07-28T07:00:00Z,PSME,31,318.6,heatwave,water,2
PSME35,120.2,2025-07-28T07:00:00Z,PSME,35,120.2,heatwave,drought,2
PSME37,121.8,2025-07-28T07:00:00Z,PSME,37,121.8,heatwave,water,2
PSME42,157,2025-07-28T07:00:00Z,PSME,42,157,heatwave,drought,2
PSME45,173.5,2025-07-28T07:00:00Z,PSME,45,173.5,heatwave,water,2
PSME46,256.4,2025-07-28T07:00:00Z,PSME,46,256.4,heatwave,drought,2
PSME48,212.2,2025-07-28T07:00:00Z,PSME,48,212.2,heatwave,water,2
PSME50,159.8,2025-07-28T07:00:00Z,PSME,50,159.8,heatwave,drought,2
PSME57,191.6,2025-07-28T07:00:00Z,PSME,57,191.6,heatwave,water,2
PSME58,112,2025-07-28T07:00:00Z,PSME,58,112,heatwave,drought,2
PSME3,267.9,2025-08-04T07:00:00Z,PSME,3,267.9,ambient,water,3
PSME6,128.1,2025-08-04T07:00:00Z,PSME,6,128.1,ambient,drought,3
PSME12,166.4,2025-08-04T07:00:00Z,PSME,12,166.4,ambient,water,3
PSME15,207,2025-08-04T07:00:00Z,PSME,15,207,ambient,drought,3
PSME17,159.4,2025-08-04T07:00:00Z,PSME,17,159.4,ambient,water,3
PSME20,169.9,2025-08-04T07:00:00Z,PSME,20,169.9,ambient,drought,3
PSME22,128.1,2025-08-04T07:00:00Z,PSME,22,128.1,ambient,water,3
PSME26,120.9,2025-08-04T07:00:00Z,PSME,26,120.9,ambient,drought,3
PSME27,191,2025-08-04T07:00:00Z,PSME,27,191,ambient,water,3
PSME30,237,2025-08-04T07:00:00Z,PSME,30,237,ambient,drought,3
PSME31,260.8,2025-08-04T07:00:00Z,PSME,31,260.8,heatwave,water,3
PSME35,206.5,2025-08-04T07:00:00Z,PSME,35,206.5,heatwave,drought,3
PSME37,232.9,2025-08-04T07:00:00Z,PSME,37,232.9,heatwave,water,3
PSME42,116.2,2025-08-04T07:00:00Z,PSME,42,116.2,heatwave,drought,3
PSME45,146.3,2025-08-04T07:00:00Z,PSME,45,146.3,heatwave,water,3
PSME46,113.3,2025-08-04T07:00:00Z,PSME,46,113.3,heatwave,drought,3
PSME48,237,2025-08-04T07:00:00Z,PSME,48,237,heatwave,water,3
PSME50,97.6,2025-08-04T07:00:00Z,PSME,50,97.6,heatwave,drought,3
PSME57,104.5,2025-08-04T07:00:00Z,PSME,57,104.5,heatwave,water,3
PSME58,88.2,2025-08-04T07:00:00Z,PSME,58,88.2,heatwave,drought,3
PSME3,182,2025-08-11T07:00:00Z,PSME,3,182,ambient,water,4
PSME6,146.8,2025-08-11T07:00:00Z,PSME,6,146.8,ambient,drought,4
PSME12,141,2025-08-11T07:00:00Z,PSME,12,141,ambient,water,4
PSME15,84.1,2025-08-11T07:00:00Z,PSME,15,84.1,ambient,drought,4
PSME17,118.9,2025-08-11T07:00:00Z,PSME,17,118.9,ambient,water,4
PSME20,83,2025-08-11T07:00:00Z,PSME,20,83,ambient,drought,4
PSME22,191.4,2025-08-11T07:00:00Z,PSME,22,191.4,ambient,water,4
PSME26,171.2,2025-08-11T07:00:00Z,PSME,26,171.2,ambient,drought,4
PSME27,194,2025-08-11T07:00:00Z,PSME,27,194,ambient,water,4
PSME30,109.4,2025-08-11T07:00:00Z,PSME,30,109.4,ambient,drought,4
PSME31,170.1,2025-08-11T07:00:00Z,PSME,31,170.1,heatwave,water,4
PSME35,68.8,2025-08-11T07:00:00Z,PSME,35,68.8,heatwave,drought,4
PSME37,108.8,2025-08-11T07:00:00Z,PSME,37,108.8,heatwave,water,4
PSME42,68.9,2025-08-11T07:00:00Z,PSME,42,68.9,heatwave,drought,4
PSME45,98.7,2025-08-11T07:00:00Z,PSME,45,98.7,heatwave,water,4
PSME46,81.4,2025-08-11T07:00:00Z,PSME,46,81.4,heatwave,drought,4
PSME48,117.3,2025-08-11T07:00:00Z,PSME,48,117.3,heatwave,water,4
PSME50,72.9,2025-08-11T07:00:00Z,PSME,50,72.9,heatwave,drought,4
PSME57,107.2,2025-08-11T07:00:00Z,PSME,57,107.2,heatwave,water,4
PSME58,92.9,2025-08-11T07:00:00Z,PSME,58,92.9,heatwave,drought,4
PSME3,154.7,2025-08-18T07:00:00Z,PSME,3,154.7,ambient,water,5
PSME6,124.1,2025-08-18T07:00:00Z,PSME,6,124.1,ambient,drought,5
PSME12,253.7,2025-08-18T07:00:00Z,PSME,12,253.7,ambient,water,5
PSME15,74.4,2025-08-18T07:00:00Z,PSME,15,74.4,ambient,drought,5
PSME17,15.1,2025-08-18T07:00:00Z,PSME,17,15.1,ambient,water,5
PSME20,111,2025-08-18T07:00:00Z,PSME,20,111,ambient,drought,5
PSME22,116.8,2025-08-18T07:00:00Z,PSME,22,116.8,ambient,water,5
PSME26,68.5,2025-08-18T07:00:00Z,PSME,26,68.5,ambient,drought,5
PSME27,258.5,2025-08-18T07:00:00Z,PSME,27,258.5,ambient,water,5
PSME30,108,2025-08-18T07:00:00Z,PSME,30,108,ambient,drought,5
PSME31,162.4,2025-08-18T07:00:00Z,PSME,31,162.4,heatwave,water,5
PSME35,165.3,2025-08-18T07:00:00Z,PSME,35,165.3,heatwave,drought,5
PSME37,86.5,2025-08-18T07:00:00Z,PSME,37,86.5,heatwave,water,5
PSME42,122.6,2025-08-18T07:00:00Z,PSME,42,122.6,heatwave,drought,5
PSME45,220.1,2025-08-18T07:00:00Z,PSME,45,220.1,heatwave,water,5
PSME46,128.2,2025-08-18T07:00:00Z,PSME,46,128.2,heatwave,drought,5
PSME48,116.6,2025-08-18T07:00:00Z,PSME,48,116.6,heatwave,water,5
PSME50,66.1,2025-08-18T07:00:00Z,PSME,50,66.1,heatwave,drought,5
PSME57,77.6,2025-08-18T07:00:00Z,PSME,57,77.6,heatwave,water,5
PSME58,115.7,2025-08-18T07:00:00Z,PSME,58,115.7,heatwave,drought,5
PSME3,301.5,2025-08-25T07:00:00Z,PSME,3,301.5,ambient,water,6
PSME6,143.1,2025-08-25T07:00:00Z,PSME,6,143.1,ambient,drought,6
PSME12,341.2,2025-08-25T07:00:00Z,PSME,12,341.2,ambient,water,6
PSME15,62.5,2025-08-25T07:00:00Z,PSME,15,62.5,ambient,drought,6
PSME17,124.2,2025-08-25T07:00:00Z,PSME,17,124.2,ambient,water,6
PSME20,108.6,2025-08-25T07:00:00Z,PSME,20,108.6,ambient,drought,6
PSME22,115.5,2025-08-25T07:00:00Z,PSME,22,115.5,ambient,water,6
PSME26,68.4,2025-08-25T07:00:00Z,PSME,26,68.4,ambient,drought,6
PSME27,245,2025-08-25T07:00:00Z,PSME,27,245,ambient,water,6
PSME30,98.8,2025-08-25T07:00:00Z,PSME,30,98.8,ambient,drought,6
PSME31,261,2025-08-25T07:00:00Z,PSME,31,261,heatwave,water,6
PSME35,111.7,2025-08-25T07:00:00Z,PSME,35,111.7,heatwave,drought,6
PSME37,208.7,2025-08-25T07:00:00Z,PSME,37,208.7,heatwave,water,6
PSME42,59.1,2025-08-25T07:00:00Z,PSME,42,59.1,heatwave,drought,6
PSME45,192.2,2025-08-25T07:00:00Z,PSME,45,192.2,heatwave,water,6
PSME46,170.7,2025-08-25T07:00:00Z,PSME,46,170.7,heatwave,drought,6
PSME48,199.6,2025-08-25T07:00:00Z,PSME,48,199.6,heatwave,water,6
PSME50,65.3,2025-08-25T07:00:00Z,PSME,50,65.3,heatwave,drought,6
PSME57,209.4,2025-08-25T07:00:00Z,PSME,57,209.4,heatwave,water,6
PSME58,156.4,2025-08-25T07:00:00Z,PSME,58,156.4,heatwave,drought,6
PSME3,208.3,2025-09-01T07:00:00Z,PSME,3,208.3,ambient,water,7
PSME6,224.5,2025-09-01T07:00:00Z,PSME,6,224.5,ambient,drought,7
PSME12,323.9,2025-09-01T07:00:00Z,PSME,12,323.9,ambient,water,7
PSME15,111.1,2025-09-01T07:00:00Z,PSME,15,111.1,ambient,drought,7
PSME17,178.6,2025-09-01T07:00:00Z,PSME,17,178.6,ambient,water,7
PSME20,127,2025-09-01T07:00:00Z,PSME,20,127,ambient,drought,7
PSME22,142.2,2025-09-01T07:00:00Z,PSME,22,142.2,ambient,water,7
PSME26,94.6,2025-09-01T07:00:00Z,PSME,26,94.6,ambient,drought,7
PSME27,331.1,2025-09-01T07:00:00Z,PSME,27,331.1,ambient,water,7
PSME30,98.8,2025-09-01T07:00:00Z,PSME,30,98.8,ambient,drought,7
PSME31,227.8,2025-09-01T07:00:00Z,PSME,31,227.8,heatwave,water,7
PSME35,256.8,2025-09-01T07:00:00Z,PSME,35,256.8,heatwave,drought,7
PSME37,199.9,2025-09-01T07:00:00Z,PSME,37,199.9,heatwave,water,7
PSME42,75.8,2025-09-01T07:00:00Z,PSME,42,75.8,heatwave,drought,7
PSME45,66.3,2025-09-01T07:00:00Z,PSME,45,66.3,heatwave,water,7
PSME46,130.7,2025-09-01T07:00:00Z,PSME,46,130.7,heatwave,drought,7
PSME48,229.4,2025-09-01T07:00:00Z,PSME,48,229.4,heatwave,water,7
PSME50,77.4,2025-09-01T07:00:00Z,PSME,50,77.4,heatwave,drought,7
PSME57,163.1,2025-09-01T07:00:00Z,PSME,57,163.1,heatwave,water,7
PSME58,139.3,2025-09-01T07:00:00Z,PSME,58,139.3,heatwave,drought,7
PSME3,192.6,2025-09-15T07:00:00Z,PSME,3,192.6,ambient,water,9
PSME6,76.3,2025-09-15T07:00:00Z,PSME,6,76.3,ambient,drought,9
PSME12,228.8,2025-09-15T07:00:00Z,PSME,12,228.8,ambient,water,9
PSME15,78,2025-09-15T07:00:00Z,PSME,15,78,ambient,drought,9
PSME17,140,2025-09-15T07:00:00Z,PSME,17,140,ambient,water,9
PSME20,85.5,2025-09-15T07:00:00Z,PSME,20,85.5,ambient,drought,9
PSME22,144.1,2025-09-15T07:00:00Z,PSME,22,144.1,ambient,water,9
PSME26,65.2,2025-09-15T07:00:00Z,PSME,26,65.2,ambient,drought,9
PSME27,331.9,2025-09-15T07:00:00Z,PSME,27,331.9,ambient,water,9
PSME30,86.1,2025-09-15T07:00:00Z,PSME,30,86.1,ambient,drought,9
PSME31,280.6,2025-09-15T07:00:00Z,PSME,31,280.6,heatwave,water,9
PSME35,127.3,2025-09-15T07:00:00Z,PSME,35,127.3,heatwave,drought,9
PSME37,233,2025-09-15T07:00:00Z,PSME,37,233,heatwave,water,9
PSME42,75.9,2025-09-15T07:00:00Z,PSME,42,75.9,heatwave,drought,9
PSME45,175.6,2025-09-15T07:00:00Z,PSME,45,175.6,heatwave,water,9
PSME46,109.6,2025-09-15T07:00:00Z,PSME,46,109.6,heatwave,drought,9
PSME48,203.8,2025-09-15T07:00:00Z,PSME,48,203.8,heatwave,water,9
PSME50,58.8,2025-09-15T07:00:00Z,PSME,50,58.8,heatwave,drought,9
PSME57,225.4,2025-09-15T07:00:00Z,PSME,57,225.4,heatwave,water,9
PSME58,64.2,2025-09-15T07:00:00Z,PSME,58,64.2,heatwave,drought,9
PSME3,263.8,2025-09-22T07:00:00Z,PSME,3,263.8,ambient,water,10
PSME6,187.4,2025-09-22T07:00:00Z,PSME,6,187.4,ambient,drought,10
PSME12,130.1,2025-09-22T07:00:00Z,PSME,12,130.1,ambient,water,10
PSME15,74.1,2025-09-22T07:00:00Z,PSME,15,74.1,ambient,drought,10
PSME17,224.2,2025-09-22T07:00:00Z,PSME,17,224.2,ambient,water,10
PSME20,89.9,2025-09-22T07:00:00Z,PSME,20,89.9,ambient,drought,10
PSME22,149.7,2025-09-22T07:00:00Z,PSME,22,149.7,ambient,water,10
PSME26,69.3,2025-09-22T07:00:00Z,PSME,26,69.3,ambient,drought,10
PSME27,332.7,2025-09-22T07:00:00Z,PSME,27,332.7,ambient,water,10
PSME30,90,2025-09-22T07:00:00Z,PSME,30,90,ambient,drought,10
PSME31,240.7,2025-09-22T07:00:00Z,PSME,31,240.7,heatwave,water,10
PSME35,99.3,2025-09-22T07:00:00Z,PSME,35,99.3,heatwave,drought,10
PSME37,246.9,2025-09-22T07:00:00Z,PSME,37,246.9,heatwave,water,10
PSME42,83,2025-09-22T07:00:00Z,PSME,42,83,heatwave,drought,10
PSME45,231.4,2025-09-22T07:00:00Z,PSME,45,231.4,heatwave,water,10
PSME46,119.8,2025-09-22T07:00:00Z,PSME,46,119.8,heatwave,drought,10
PSME48,208.6,2025-09-22T07:00:00Z,PSME,48,208.6,heatwave,water,10
PSME50,172.9,2025-09-22T07:00:00Z,PSME,50,172.9,heatwave,drought,10
PSME57,245.8,2025-09-22T07:00:00Z,PSME,57,245.8,heatwave,water,10
PSME58,117.9,2025-09-22T07:00:00Z,PSME,58,117.9,heatwave,drought,10
PSME3,276.8,2025-09-29T07:00:00Z,PSME,3,276.8,ambient,water,11
PSME6,121.8,2025-09-29T07:00:00Z,PSME,6,121.8,ambient,drought,11
PSME12,271.4,2025-09-29T07:00:00Z,PSME,12,271.4,ambient,water,11
PSME15,90.7,2025-09-29T07:00:00Z,PSME,15,90.7,ambient,drought,11
PSME17,108.3,2025-09-29T07:00:00Z,PSME,17,108.3,ambient,water,11
PSME20,97.9,2025-09-29T07:00:00Z,PSME,20,97.9,ambient,drought,11
PSME22,124.5,2025-09-29T07:00:00Z,PSME,22,124.5,ambient,water,11
PSME26,96,2025-09-29T07:00:00Z,PSME,26,96,ambient,drought,11
PSME27,203,2025-09-29T07:00:00Z,PSME,27,203,ambient,water,11
PSME30,77.7,2025-09-29T07:00:00Z,PSME,30,77.7,ambient,drought,11
PSME31,282.4,2025-09-29T07:00:00Z,PSME,31,282.4,heatwave,water,11
PSME35,90.2,2025-09-29T07:00:00Z,PSME,35,90.2,heatwave,drought,11
PSME37,220.2,2025-09-29T07:00:00Z,PSME,37,220.2,heatwave,water,11
PSME42,79.2,2025-09-29T07:00:00Z,PSME,42,79.2,heatwave,drought,11
PSME45,168.5,2025-09-29T07:00:00Z,PSME,45,168.5,heatwave,water,11
PSME46,93.3,2025-09-29T07:00:00Z,PSME,46,93.3,heatwave,drought,11
PSME48,219,2025-09-29T07:00:00Z,PSME,48,219,heatwave,water,11
PSME50,66.2,2025-09-29T07:00:00Z,PSME,50,66.2,heatwave,drought,11
PSME57,119.1,2025-09-29T07:00:00Z,PSME,57,119.1,heatwave,water,11
PSME58,86,2025-09-29T07:00:00Z,PSME,58,86,heatwave,drought,11
PSME3,165.9,2025-10-06T07:00:00Z,PSME,3,165.9,ambient,water,12
PSME6,79.5,2025-10-06T07:00:00Z,PSME,6,79.5,ambient,drought,12
PSME12,125.4,2025-10-06T07:00:00Z,PSME,12,125.4,ambient,water,12
PSME15,84.6,2025-10-06T07:00:00Z,PSME,15,84.6,ambient,drought,12
PSME17,132.2,2025-10-06T07:00:00Z,PSME,17,132.2,ambient,water,12
PSME20,122.8,2025-10-06T07:00:00Z,PSME,20,122.8,ambient,drought,12
PSME22,66.9,2025-10-06T07:00:00Z,PSME,22,66.9,ambient,water,12
PSME26,77.8,2025-10-06T07:00:00Z,PSME,26,77.8,ambient,drought,12
PSME27,409.8,2025-10-06T07:00:00Z,PSME,27,409.8,ambient,water,12
PSME30,79.1,2025-10-06T07:00:00Z,PSME,30,79.1,ambient,drought,12
PSME31,225.5,2025-10-06T07:00:00Z,PSME,31,225.5,heatwave,water,12
PSME35,83.3,2025-10-06T07:00:00Z,PSME,35,83.3,heatwave,drought,12
PSME37,325.7,2025-10-06T07:00:00Z,PSME,37,325.7,heatwave,water,12
PSME42,71.4,2025-10-06T07:00:00Z,PSME,42,71.4,heatwave,drought,12
PSME45,214.4,2025-10-06T07:00:00Z,PSME,45,214.4,heatwave,water,12
PSME46,74.8,2025-10-06T07:00:00Z,PSME,46,74.8,heatwave,drought,12
PSME48,242.7,2025-10-06T07:00:00Z,PSME,48,242.7,heatwave,water,12
PSME50,59.2,2025-10-06T07:00:00Z,PSME,50,59.2,heatwave,drought,12
PSME57,194.5,2025-10-06T07:00:00Z,PSME,57,194.5,heatwave,water,12
PSME58,74.9,2025-10-06T07:00:00Z,PSME,58,74.9,heatwave,drought,12
